2019-11-01 00:42:59,690 [Worker-0: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2019-11-01 00:45:32,292 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-dependencies/Hoxton.RC1/spring-cloud-dependencies-Hoxton.RC1.pom
2019-11-01 00:45:32,691 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-dependencies/Hoxton.RC1/spring-cloud-dependencies-Hoxton.RC1.pom
2019-11-01 00:45:33,094 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-dependencies-parent/2.2.0.RC1/spring-cloud-dependencies-parent-2.2.0.RC1.pom
2019-11-01 00:45:33,410 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-dependencies-parent/2.2.0.RC1/spring-cloud-dependencies-parent-2.2.0.RC1.pom
2019-11-01 00:45:33,813 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-commons-dependencies/2.2.0.RC1/spring-cloud-commons-dependencies-2.2.0.RC1.pom
2019-11-01 00:45:34,226 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-commons-dependencies/2.2.0.RC1/spring-cloud-commons-dependencies-2.2.0.RC1.pom
2019-11-01 00:45:34,635 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-netflix-dependencies/2.2.0.RC1/spring-cloud-netflix-dependencies-2.2.0.RC1.pom
2019-11-01 00:45:35,047 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-netflix-dependencies/2.2.0.RC1/spring-cloud-netflix-dependencies-2.2.0.RC1.pom
2019-11-01 00:45:35,453 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-stream-dependencies/Horsham.RC1/spring-cloud-stream-dependencies-Horsham.RC1.pom
2019-11-01 00:45:35,867 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-stream-dependencies/Horsham.RC1/spring-cloud-stream-dependencies-Horsham.RC1.pom
2019-11-01 00:45:36,483 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-task-dependencies/2.2.0.RC1/spring-cloud-task-dependencies-2.2.0.RC1.pom
2019-11-01 00:45:37,043 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-task-dependencies/2.2.0.RC1/spring-cloud-task-dependencies-2.2.0.RC1.pom
2019-11-01 00:45:37,822 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-dependencies-parent/2.2.0.M1/spring-cloud-dependencies-parent-2.2.0.M1.pom
2019-11-01 00:45:38,369 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-dependencies-parent/2.2.0.M1/spring-cloud-dependencies-parent-2.2.0.M1.pom
2019-11-01 00:45:38,937 [Worker-2: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.spring.io/milestone/org/springframework/cloud/spring-cloud-circuitbreaker-dependencies/1.0.0.RC1/spring-cloud-circuitbreaker-dependencies-1.0.0.RC1.pom
